date,ticker,action,quantity,price,fees
2016-09-30,SPY,DIVIDEND,0.0,66.17,0.0
2016-09-30,BND,DIVIDEND,0.0,89.5,0.0
2016-09-30,VTI,DIVIDEND,0.0,78.74,0.0
2016-09-30,XLV,BUY,8.12968,66.32,0.54
2016-09-30,BND,BUY,0.64525,78.77,0.5
2016-09-30,VXUS,BUY,7.761585,53.1,0.5
2016-09-30,AAPL,BUY,39.098878,24.78,0.97
2016-09-30,EFA,BUY,9.28855,57.85,0.54
2016-09-30,META,BUY,2.690564,91.53,0.5
2016-09-30,VNQ,BUY,9.377996,74.61,0.7
2016-09-30,XLP,BUY,2.683829,54.3,0.5
2016-09-30,CASH,INTEREST,0.0,10.29,0.0
2016-09-30,CASH,DEPOSIT,0.0,4000.0,0.0
2016-10-31,XLV,BUY,6.992395,66.02,0.5
2016-10-31,TLT,BUY,1.194498,128.25,0.5
2016-10-31,XLB,BUY,3.079466,47.95,0.5
2016-10-31,EEM,BUY,10.982079,32.56,0.5
2016-10-31,SCHD,BUY,15.650016,51.82,0.81
2016-10-31,AAPL,BUY,30.430735,26.66,0.81
2016-10-31,NVDA,BUY,4.098104,8.5,0.5
2016-10-31,CASH,INTEREST,0.0,4.79,0.0
2016-10-31,CASH,DEPOSIT,0.0,4000.0,0.0
2016-10-31,META,BUY,8.530159,96.44,0.82
2016-11-30,VXUS,BUY,15.249959,59.29,0.9
2016-11-30,GOOGL,BUY,11.867663,42.24,0.5
2016-11-30,XLY,BUY,9.215558,71.17,0.66
2016-11-30,QQQ,BUY,1.153569,112.21,0.5
2016-11-30,TLT,BUY,1.547877,121.54,0.5
2016-11-30,NVDA,BUY,13.072943,9.28,0.5
2016-11-30,XLK,BUY,10.157663,49.66,0.5
2016-11-30,CASH,INTEREST,0.0,8.95,0.0
2016-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2016-11-30,XLF,BUY,25.84161,23.03,0.6
2016-12-30,VXUS,DIVIDEND,0.0,75.53,0.0
2016-12-30,MSFT,DIVIDEND,0.0,81.54,0.0
2016-12-30,AAPL,DIVIDEND,0.0,71.16,0.0
2016-12-30,CASH,FEE,0.0,12.96,0.0
2016-12-30,VNQ,DIVIDEND,0.0,81.73,0.0
2016-12-30,QQQ,DIVIDEND,0.0,67.54,0.0
2016-12-30,SPY,DIVIDEND,0.0,82.14,0.0
2016-12-30,BND,DIVIDEND,0.0,88.56,0.0
2016-12-30,VTI,DIVIDEND,0.0,64.85,0.0
2016-12-30,SCHD,DIVIDEND,0.0,83.85,0.0
2016-12-30,XLK,BUY,4.372429,47.83,0.5
2016-12-30,XLY,BUY,10.640116,76.43,0.81
2016-12-30,BRK-B,BUY,0.959635,143.62,0.5
2016-12-30,IEF,BUY,4.295041,100.2,0.5
2016-12-30,VTI,BUY,2.629449,207.56,0.55
2016-12-30,XLI,BUY,8.779093,50.48,0.5
2016-12-30,IWM,BUY,8.616106,116.63,1.0
2016-12-30,CASH,INTEREST,0.0,8.55,0.0
2016-12-30,CASH,DEPOSIT,0.0,4000.0,0.0
2016-12-30,MSFT,BUY,0.3058,51.08,0.5
2017-01-31,IEF,BUY,5.979242,100.36,0.6
2017-01-31,QQQ,BUY,4.910463,121.91,0.6
2017-01-31,BND,BUY,1.488497,84.34,0.5
2017-01-31,VXUS,BUY,2.579333,62.39,0.5
2017-01-31,VNQ,BUY,9.98713,75.9,0.76
2017-01-31,NVDA,BUY,42.115997,10.24,0.5
2017-01-31,EEM,BUY,13.840955,35.23,0.5
2017-01-31,CASH,INTEREST,0.0,8.12,0.0
2017-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-01-31,BRK-B,BUY,3.051076,143.52,0.5
2017-02-28,TSLA,BUY,35.138041,15.62,0.55
2017-02-28,QQQ,BUY,6.518499,120.09,0.78
2017-02-28,XLP,BUY,5.684402,52.03,0.5
2017-02-28,XLU,BUY,0.697318,45.98,0.5
2017-02-28,VXUS,BUY,11.157116,61.42,0.69
2017-02-28,SCHD,BUY,1.687014,51.25,0.5
2017-02-28,META,BUY,4.346575,94.91,0.5
2017-02-28,CASH,INTEREST,0.0,9.52,0.0
2017-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2017-02-28,VTI,BUY,3.673908,205.86,0.76
2017-03-31,MSFT,DIVIDEND,0.0,81.16,0.0
2017-03-31,AAPL,DIVIDEND,0.0,70.81,0.0
2017-03-31,SCHD,DIVIDEND,0.0,96.32,0.0
2017-03-31,VNQ,DIVIDEND,0.0,107.22,0.0
2017-03-31,QQQ,DIVIDEND,0.0,95.18,0.0
2017-03-31,SPY,DIVIDEND,0.0,73.39,0.0
2017-03-31,BND,DIVIDEND,0.0,90.05,0.0
2017-03-31,VXUS,DIVIDEND,0.0,103.65,0.0
2017-03-31,VTI,DIVIDEND,0.0,79.47,0.0
2017-03-31,BND,BUY,1.454005,79.56,0.5
2017-03-31,TLT,BUY,1.165442,122.57,0.5
2017-03-31,IEF,BUY,2.469958,107.7,0.5
2017-03-31,XLP,BUY,24.483018,55.71,1.36
2017-03-31,MSFT,BUY,8.779942,54.02,0.5
2017-03-31,VXUS,BUY,6.473982,57.4,0.5
2017-03-31,EFA,BUY,4.92786,57.82,0.5
2017-03-31,CASH,INTEREST,0.0,8.09,0.0
2017-03-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-03-31,XLB,BUY,12.0789,48.08,0.58
2017-04-28,GOOGL,BUY,41.189211,41.0,1.69
2017-04-28,TSLA,BUY,5.605191,16.04,0.5
2017-04-28,GLD,BUY,8.164243,130.08,1.06
2017-04-28,XLB,BUY,0.74743,48.58,0.5
2017-04-28,SPY,BUY,2.632883,213.18,0.56
2017-04-28,SCHD,BUY,2.613283,41.23,0.5
2017-04-28,AAPL,BUY,0.480153,26.37,0.5
2017-04-28,CASH,DEPOSIT,0.0,4000.0,0.0
2017-04-28,CASH,INTEREST,0.0,10.53,0.0
2017-04-28,BND,BUY,0.528574,77.8,0.5
2017-05-31,EEM,BUY,18.076631,31.76,0.57
2017-05-31,BRK-B,BUY,0.258201,158.25,0.5
2017-05-31,TSLA,BUY,33.703061,17.81,0.6
2017-05-31,AMZN,BUY,31.793783,34.09,1.08
2017-05-31,XLV,BUY,1.480468,67.07,0.5
2017-05-31,IEF,BUY,5.355976,102.49,0.55
2017-05-31,XLK,BUY,5.276033,49.67,0.5
2017-05-31,CASH,INTEREST,0.0,8.26,0.0
2017-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-05-31,XLB,BUY,7.844846,49.78,0.5
2017-06-30,VXUS,DIVIDEND,0.0,100.13,0.0
2017-06-30,MSFT,DIVIDEND,0.0,93.17,0.0
2017-06-30,AAPL,DIVIDEND,0.0,91.79,0.0
2017-06-30,SCHD,DIVIDEND,0.0,98.1,0.0
2017-06-30,VNQ,DIVIDEND,0.0,99.47,0.0
2017-06-30,QQQ,DIVIDEND,0.0,86.4,0.0
2017-06-30,SPY,DIVIDEND,0.0,83.71,0.0
2017-06-30,BND,DIVIDEND,0.0,98.3,0.0
2017-06-30,VTI,DIVIDEND,0.0,95.07,0.0
2017-06-30,XLV,BUY,7.569267,75.17,0.57
2017-06-30,XLU,BUY,1.021967,48.07,0.5
2017-06-30,AAPL,BUY,0.323413,28.16,0.5
2017-06-30,SCHD,BUY,1.013328,51.92,0.5
2017-06-30,NVDA,BUY,4.1432,8.59,0.5
2017-06-30,XLY,BUY,1.428215,75.56,0.5
2017-06-30,VXUS,BUY,19.384226,60.23,1.17
2017-06-30,GLD,BUY,12.840469,125.31,1.61
2017-06-30,CASH,INTEREST,0.0,7.7,0.0
2017-06-30,CASH,DEPOSIT,0.0,4000.0,0.0
2017-07-31,BND,BUY,9.221498,83.9,0.77
2017-07-31,VNQ,BUY,0.435964,82.96,0.5
2017-07-31,EEM,BUY,12.892226,36.2,0.5
2017-07-31,XLY,BUY,6.019182,76.72,0.5
2017-07-31,NVDA,BUY,93.514766,9.49,0.89
2017-07-31,VTI,BUY,3.067604,211.76,0.65
2017-07-31,EFA,BUY,2.330415,59.42,0.5
2017-07-31,CASH,INTEREST,0.0,10.56,0.0
2017-07-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-07-31,TSLA,BUY,10.782233,17.27,0.5
2017-08-31,VTI,BUY,2.256842,223.18,0.5
2017-08-31,XLP,BUY,12.764497,55.1,0.7
2017-08-31,GLD,BUY,5.990355,118.11,0.71
2017-08-31,XLY,BUY,2.373633,75.75,0.5
2017-08-31,XLU,BUY,12.58829,50.03,0.63
2017-08-31,BND,BUY,3.346107,80.23,0.5
2017-08-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-08-31,XLF,BUY,18.3083,24.62,0.5
2017-08-31,CASH,INTEREST,0.0,9.19,0.0
2017-08-31,MSFT,BUY,2.785378,56.21,0.5
2017-09-29,MSFT,DIVIDEND,0.0,113.33,0.0
2017-09-29,AAPL,DIVIDEND,0.0,103.19,0.0
2017-09-29,SCHD,DIVIDEND,0.0,89.73,0.0
2017-09-29,VNQ,DIVIDEND,0.0,101.23,0.0
2017-09-29,QQQ,DIVIDEND,0.0,95.11,0.0
2017-09-29,SPY,DIVIDEND,0.0,97.81,0.0
2017-09-29,BND,DIVIDEND,0.0,87.97,0.0
2017-09-29,VXUS,DIVIDEND,0.0,97.81,0.0
2017-09-29,VTI,DIVIDEND,0.0,96.4,0.0
2017-09-29,XLF,BUY,2.158229,25.85,0.5
2017-09-29,EEM,BUY,30.981105,36.61,1.13
2017-09-29,BND,BUY,0.594184,83.6,0.5
2017-09-29,XLY,BUY,10.439567,76.03,0.79
2017-09-29,XLU,BUY,1.225627,47.13,0.5
2017-09-29,XLV,BUY,1.031884,67.93,0.5
2017-09-29,XLP,BUY,11.564877,54.75,0.63
2017-09-29,CASH,INTEREST,0.0,8.83,0.0
2017-09-29,CASH,DEPOSIT,0.0,4000.0,0.0
2017-09-29,SPY,BUY,3.170419,254.05,0.81
2017-10-31,IEF,BUY,5.909855,115.48,0.68
2017-10-31,QQQ,BUY,0.106259,127.77,0.5
2017-10-31,XLE,BUY,15.831142,68.08,1.08
2017-10-31,IWM,BUY,0.032895,114.4,0.5
2017-10-31,SCHD,BUY,12.110218,51.57,0.62
2017-10-31,XLV,BUY,1.056546,73.71,0.5
2017-10-31,XLK,BUY,1.990261,52.02,0.5
2017-10-31,CASH,INTEREST,0.0,7.78,0.0
2017-10-31,CASH,DEPOSIT,0.0,4000.0,0.0
2017-10-31,AMZN,BUY,29.748722,34.17,1.02
2017-11-30,XLB,BUY,14.833203,51.69,0.77
2017-11-30,QQQ,BUY,8.639417,120.64,1.04
2017-11-30,GOOGL,BUY,0.39594,40.76,0.5
2017-11-30,META,BUY,8.067735,99.53,0.8
2017-11-30,SPY,BUY,0.490941,233.11,0.5
2017-11-30,MSFT,BUY,6.265167,54.7,0.5
2017-11-30,EFA,BUY,3.023086,69.57,0.5
2017-11-30,CASH,INTEREST,0.0,9.92,0.0
2017-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2017-11-30,XLP,BUY,5.577492,54.61,0.5
2017-12-29,MSFT,DIVIDEND,0.0,102.58,0.0
2017-12-29,AAPL,DIVIDEND,0.0,93.32,0.0
2017-12-29,SCHD,DIVIDEND,0.0,110.23,0.0
2017-12-29,VNQ,DIVIDEND,0.0,99.5,0.0
2017-12-29,QQQ,DIVIDEND,0.0,104.47,0.0
2017-12-29,SPY,DIVIDEND,0.0,104.05,0.0
2017-12-29,VXUS,DIVIDEND,0.0,88.06,0.0
2017-12-29,BND,DIVIDEND,0.0,98.01,0.0
2017-12-29,VTI,DIVIDEND,0.0,116.38,0.0
2017-12-29,XLV,BUY,10.123047,72.78,0.74
2017-12-29,NVDA,BUY,93.066168,9.79,0.91
2017-12-29,QQQ,BUY,4.567689,115.33,0.53
2017-12-29,AAPL,BUY,1.781206,30.36,0.5
2017-12-29,BND,BUY,3.746456,93.88,0.5
2017-12-29,EFA,BUY,8.694496,58.9,0.51
2017-12-29,XLU,BUY,1.999391,56.44,0.5
2017-12-29,CASH,INTEREST,0.0,8.68,0.0
2017-12-29,CASH,DEPOSIT,0.0,4000.0,0.0
2017-12-29,MSFT,BUY,6.914018,57.0,0.5
2018-01-31,MSFT,SELL,0.406232,52.68,0.5
2018-01-31,QQQ,SELL,0.110181,124.12,0.5
2018-01-31,SPY,SELL,0.592856,258.77,0.5
2018-01-31,AAPL,BUY,28.739339,29.76,0.86
2018-01-31,TLT,BUY,2.926034,145.12,0.5
2018-01-31,BRK-B,BUY,4.346789,148.07,0.64
2018-01-31,AAPL,SELL,0.345411,28.34,0.5
2018-01-31,VXUS,BUY,3.663256,69.97,0.5
2018-01-31,XLP,BUY,9.617195,57.86,0.56
2018-01-31,XLY,BUY,7.530844,85.49,0.64
2018-01-31,VNQ,BUY,1.691315,88.72,0.5
2018-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2018-01-31,CASH,INTEREST,0.0,8.24,0.0
2018-01-31,IWM,BUY,0.528941,131.73,0.5
2018-02-28,EFA,BUY,14.210729,65.94,0.94
2018-02-28,VXUS,BUY,10.433936,59.64,0.62
2018-02-28,VTI,BUY,1.391568,219.42,0.5
2018-02-28,XLU,BUY,9.217263,52.11,0.5
2018-02-28,GOOGL,BUY,3.80937,41.6,0.5
2018-02-28,SCHD,BUY,2.580527,52.06,0.5
2018-02-28,XLE,BUY,11.556527,63.67,0.74
2018-02-28,CASH,INTEREST,0.0,10.89,0.0
2018-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2018-02-28,TSLA,BUY,12.766283,17.73,0.5
2018-03-30,MSFT,DIVIDEND,0.0,104.24,0.0
2018-03-30,AAPL,DIVIDEND,0.0,104.69,0.0
2018-03-30,SCHD,DIVIDEND,0.0,117.58,0.0
2018-03-30,VXUS,DIVIDEND,0.0,103.0,0.0
2018-03-30,QQQ,DIVIDEND,0.0,107.79,0.0
2018-03-30,SPY,DIVIDEND,0.0,108.88,0.0
2018-03-30,BND,DIVIDEND,0.0,112.14,0.0
2018-03-30,VTI,DIVIDEND,0.0,110.35,0.0
2018-03-30,VNQ,DIVIDEND,0.0,116.14,0.0
2018-03-30,META,BUY,1.531926,98.71,0.5
2018-03-30,VXUS,BUY,2.146554,62.39,0.5
2018-03-30,XLV,BUY,10.844917,71.91,0.78
2018-03-30,XLK,BUY,8.710964,52.22,0.5
2018-03-30,EEM,BUY,44.852367,35.85,1.61
2018-03-30,GOOGL,BUY,6.611103,45.43,0.5
2018-03-30,VTI,BUY,0.672905,211.25,0.5
2018-03-30,CASH,INTEREST,0.0,8.73,0.0
2018-03-30,CASH,DEPOSIT,0.0,4000.0,0.0
2018-03-30,MSFT,BUY,0.461221,64.06,0.5
2018-04-30,XLV,BUY,15.255512,73.38,1.12
2018-04-30,AMZN,BUY,17.438926,35.56,0.62
2018-04-30,XLE,BUY,2.230051,64.75,0.5
2018-04-30,MSFT,BUY,0.332011,55.86,0.5
2018-04-30,TLT,BUY,3.835775,124.59,0.5
2018-04-30,EEM,BUY,7.771658,39.65,0.5
2018-04-30,XLU,BUY,3.749376,60.93,0.5
2018-04-30,CASH,INTEREST,0.0,7.45,0.0
2018-04-30,CASH,DEPOSIT,0.0,4000.0,0.0
2018-04-30,XLP,BUY,11.716845,58.29,0.68
2018-05-31,TSLA,BUY,4.448168,19.05,0.5
2018-05-31,MSFT,BUY,12.918911,58.44,0.75
2018-05-31,SCHD,BUY,11.878831,50.35,0.6
2018-05-31,XLE,BUY,3.889598,67.75,0.5
2018-05-31,BRK-B,BUY,9.326803,157.53,1.47
2018-05-31,AAPL,BUY,8.149327,31.68,0.5
2018-05-31,BND,BUY,0.152231,88.46,0.5
2018-05-31,CASH,INTEREST,0.0,5.16,0.0
2018-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2018-05-31,XLU,BUY,2.960064,53.31,0.5
2018-06-29,MSFT,DIVIDEND,0.0,123.51,0.0
2018-06-29,AAPL,DIVIDEND,0.0,116.99,0.0
2018-06-29,SCHD,DIVIDEND,0.0,106.22,0.0
2018-06-29,VNQ,DIVIDEND,0.0,121.01,0.0
2018-06-29,QQQ,DIVIDEND,0.0,123.55,0.0
2018-06-29,SPY,DIVIDEND,0.0,110.23,0.0
2018-06-29,BND,DIVIDEND,0.0,106.92,0.0
2018-06-29,VXUS,DIVIDEND,0.0,113.61,0.0
2018-06-29,VTI,DIVIDEND,0.0,115.5,0.0
2018-06-29,AMZN,BUY,2.042055,36.08,0.5
2018-06-29,EEM,BUY,3.159686,38.07,0.5
2018-06-29,SCHD,BUY,8.091784,51.09,0.5
2018-06-29,GLD,BUY,15.099602,126.67,1.91
2018-06-29,IEF,BUY,1.777658,109.99,0.5
2018-06-29,XLP,BUY,6.544224,57.4,0.5
2018-06-29,AAPL,BUY,16.698341,27.62,0.5
2018-06-29,CASH,INTEREST,0.0,6.25,0.0
2018-06-29,CASH,DEPOSIT,0.0,4000.0,0.0
2018-06-29,TLT,BUY,0.349324,136.48,0.5
2018-07-31,BND,BUY,6.494129,84.08,0.55
2018-07-31,XLE,BUY,1.309923,71.77,0.5
2018-07-31,XLK,BUY,4.118525,51.95,0.5
2018-07-31,XLI,BUY,7.181501,59.47,0.5
2018-07-31,MSFT,BUY,12.730807,57.1,0.73
2018-07-31,XLP,BUY,2.592022,61.57,0.5
2018-07-31,META,BUY,10.252062,110.32,1.13
2018-07-31,CASH,INTEREST,0.0,4.66,0.0
2018-07-31,CASH,DEPOSIT,0.0,4000.0,0.0
2018-07-31,TSLA,BUY,18.364307,16.41,0.5
2018-08-31,XLP,BUY,5.220826,59.53,0.5
