date,ticker,action,quantity,price,fees
2018-11-30,GLD,BUY,7.505962,129.01,0.97
2018-11-30,IWM,BUY,1.353691,116.71,0.5
2018-11-30,BND,BUY,1.148461,85.81,0.5
2018-11-30,AAPL,BUY,9.207785,33.36,0.5
2018-11-30,IEF,BUY,6.239359,124.57,0.78
2018-11-30,NVDA,BUY,109.085269,10.42,1.14
2018-11-30,XLF,BUY,2.539871,28.01,0.5
2018-11-30,CASH,INTEREST,0.0,6.98,0.0
2018-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2018-11-30,XLU,BUY,1.476656,56.03,0.5
2018-12-31,MSFT,DIVIDEND,0.0,123.73,0.0
2018-12-31,AAPL,DIVIDEND,0.0,126.42,0.0
2018-12-31,SCHD,DIVIDEND,0.0,143.3,0.0
2018-12-31,VNQ,DIVIDEND,0.0,111.08,0.0
2018-12-31,QQQ,DIVIDEND,0.0,138.94,0.0
2018-12-31,SPY,DIVIDEND,0.0,128.56,0.0
2018-12-31,BND,DIVIDEND,0.0,126.74,0.0
2018-12-31,VXUS,DIVIDEND,0.0,118.1,0.0
2018-12-31,VTI,DIVIDEND,0.0,122.89,0.0
2018-12-31,VNQ,BUY,11.887024,98.19,1.17
2018-12-31,XLF,BUY,30.223732,29.53,0.89
2018-12-31,AMZN,BUY,0.210525,37.67,0.5
2018-12-31,MSFT,BUY,6.96293,58.91,0.5
2018-12-31,EFA,BUY,4.483809,68.22,0.5
2018-12-31,VXUS,BUY,5.541944,69.09,0.5
2018-12-31,TLT,BUY,0.492063,146.79,0.5
2018-12-31,CASH,INTEREST,0.0,9.31,0.0
2018-12-31,CASH,DEPOSIT,0.0,4000.0,0.0
2018-12-31,TSLA,BUY,18.18768,19.87,0.5
2019-01-31,MSFT,SELL,0.797812,59.2,0.5
2019-01-31,AAPL,SELL,0.204064,31.63,0.5
2019-01-31,QQQ,SELL,0.772749,128.77,0.5
2019-01-31,SPY,SELL,0.109166,273.59,0.5
2019-01-31,XLY,BUY,3.311539,94.31,0.5
2019-01-31,XLE,BUY,1.722676,76.58,0.5
2019-01-31,IWM,BUY,1.972255,112.04,0.5
2019-01-31,GOOGL,BUY,14.097618,49.2,0.69
2019-01-31,EEM,BUY,5.663843,38.93,0.5
2019-01-31,BND,BUY,14.325606,91.36,1.31
2019-01-31,XLB,BUY,7.852597,50.91,0.5
2019-01-31,CASH,INTEREST,0.0,5.98,0.0
2019-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2019-01-31,MSFT,BUY,5.120479,60.95,0.5
2019-02-28,XLY,BUY,1.382634,91.54,0.5
2019-02-28,IWM,BUY,1.216029,112.94,0.5
2019-02-28,XLV,BUY,15.761267,86.66,1.37
2019-02-28,NVDA,BUY,83.145503,9.97,0.83
2019-02-28,XLP,BUY,2.302559,61.21,0.5
2019-02-28,GOOGL,BUY,11.217428,48.25,0.54
2019-02-28,XLF,BUY,15.321113,27.24,0.5
2019-02-28,CASH,INTEREST,0.0,7.67,0.0
2019-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2019-02-28,IEF,BUY,0.365617,113.6,0.5
2019-03-29,MSFT,DIVIDEND,0.0,140.16,0.0
2019-03-29,AAPL,DIVIDEND,0.0,123.19,0.0
2019-03-29,VXUS,DIVIDEND,0.0,131.6,0.0
2019-03-29,SCHD,DIVIDEND,0.0,145.59,0.0
2019-03-29,VNQ,DIVIDEND,0.0,130.39,0.0
2019-03-29,QQQ,DIVIDEND,0.0,138.44,0.0
2019-03-29,SPY,DIVIDEND,0.0,141.11,0.0
2019-03-29,BND,DIVIDEND,0.0,130.25,0.0
2019-03-29,VTI,DIVIDEND,0.0,141.13,0.0
2019-03-29,BND,BUY,0.952182,83.81,0.5
2019-03-29,XLE,BUY,6.375331,76.63,0.5
2019-03-29,XLI,BUY,2.460459,60.7,0.5
2019-03-29,TLT,BUY,1.565956,141.15,0.5
2019-03-29,XLU,BUY,23.770471,58.12,1.38
2019-03-29,IEF,BUY,7.431363,125.96,0.94
2019-03-29,TSLA,BUY,4.852361,19.57,0.5
2019-03-29,CASH,INTEREST,0.0,10.49,0.0
2019-03-29,CASH,DEPOSIT,0.0,4000.0,0.0
2019-03-29,BRK-B,BUY,1.633545,152.16,0.5
2019-04-30,BND,BUY,21.658619,87.98,1.91
2019-04-30,SPY,BUY,1.72283,271.18,0.5
2019-04-30,GLD,BUY,5.874632,127.14,0.75
2019-04-30,VXUS,BUY,2.667552,64.08,0.5
2019-04-30,TSLA,BUY,4.168463,18.31,0.5
2019-04-30,EEM,BUY,4.713987,42.21,0.5
2019-04-30,AMZN,BUY,0.301849,37.02,0.5
2019-04-30,CASH,INTEREST,0.0,9.19,0.0
2019-04-30,CASH,DEPOSIT,0.0,4000.0,0.0
2019-04-30,XLU,BUY,0.421937,54.41,0.5
2019-05-31,TSLA,BUY,3.501274,17.28,0.5
2019-05-31,BRK-B,BUY,1.577049,169.89,0.5
2019-05-31,XLF,BUY,31.456714,25.85,0.81
2019-05-31,VXUS,BUY,8.216699,70.37,0.58
2019-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2019-05-31,QQQ,BUY,1.027551,136.08,0.5
2019-05-31,XLP,BUY,3.618492,63.47,0.5
2019-05-31,XLU,BUY,5.645692,57.02,0.5
2019-05-31,CASH,INTEREST,0.0,11.51,0.0
2019-05-31,EFA,BUY,17.202459,69.1,1.19
2019-06-28,MSFT,DIVIDEND,0.0,132.45,0.0
2019-06-28,VXUS,DIVIDEND,0.0,121.59,0.0
2019-06-28,SCHD,DIVIDEND,0.0,132.74,0.0
2019-06-28,VNQ,DIVIDEND,0.0,145.18,0.0
2019-06-28,QQQ,DIVIDEND,0.0,140.26,0.0
2019-06-28,SPY,DIVIDEND,0.0,133.75,0.0
2019-06-28,BND,DIVIDEND,0.0,127.2,0.0
2019-06-28,VTI,DIVIDEND,0.0,150.14,0.0
2019-06-28,AAPL,DIVIDEND,0.0,141.87,0.0
2019-06-28,XLB,BUY,0.850012,59.8,0.5
2019-06-28,MSFT,BUY,15.540837,64.14,1.0
2019-06-28,XLP,BUY,0.11617,64.83,0.5
2019-06-28,SPY,BUY,0.461138,279.69,0.5
2019-06-28,TLT,BUY,0.549565,139.06,0.5
2019-06-28,SCHD,BUY,5.203222,58.16,0.5
2019-06-28,IEF,BUY,14.158974,119.23,1.69
2019-06-28,CASH,INTEREST,0.0,8.34,0.0
2019-06-28,CASH,DEPOSIT,0.0,4000.0,0.0
2019-06-28,XLI,BUY,5.081476,68.61,0.5
2019-07-31,EEM,BUY,29.829361,43.09,1.29
2019-07-31,VTI,BUY,2.106099,240.77,0.51
2019-07-31,XLU,BUY,4.653708,64.63,0.5
2019-07-31,XLP,BUY,6.070965,64.06,0.5
2019-07-31,AAPL,BUY,5.356632,29.59,0.5
2019-07-31,XLI,BUY,8.965732,65.9,0.59
2019-07-31,GLD,BUY,1.525854,134.06,0.5
2019-07-31,CASH,INTEREST,0.0,6.78,0.0
2019-07-31,CASH,DEPOSIT,0.0,4000.0,0.0
2019-07-31,GOOGL,BUY,3.316794,49.47,0.5
2019-08-30,GLD,BUY,5.237555,135.68,0.71
2019-08-30,SCHD,BUY,17.546443,59.39,1.04
2019-08-30,TLT,BUY,1.126648,153.03,0.5
2019-08-30,GOOGL,BUY,8.837659,47.18,0.5
2019-08-30,TSLA,BUY,18.339614,18.96,0.5
2019-08-30,XLE,BUY,0.591099,80.53,0.5
2019-08-30,XLB,BUY,1.156079,59.42,0.5
2019-08-30,CASH,INTEREST,0.0,6.59,0.0
2019-08-30,CASH,DEPOSIT,0.0,4000.0,0.0
2019-08-30,NVDA,BUY,75.190538,10.56,0.79
2019-09-30,MSFT,DIVIDEND,0.0,142.91,0.0
2019-09-30,AAPL,DIVIDEND,0.0,141.66,0.0
2019-09-30,SCHD,DIVIDEND,0.0,141.38,0.0
2019-09-30,VNQ,DIVIDEND,0.0,146.96,0.0
2019-09-30,QQQ,DIVIDEND,0.0,140.84,0.0
2019-09-30,SPY,DIVIDEND,0.0,155.38,0.0
2019-09-30,BND,DIVIDEND,0.0,146.3,0.0
2019-09-30,VXUS,DIVIDEND,0.0,146.28,0.0
2019-09-30,VTI,DIVIDEND,0.0,152.82,0.0
2019-09-30,GLD,BUY,1.691475,141.25,0.5
2019-09-30,TLT,BUY,4.603723,146.05,0.67
2019-09-30,XLK,BUY,7.728126,54.2,0.5
2019-09-30,XLV,BUY,4.508397,84.77,0.5
2019-09-30,NVDA,BUY,56.142923,10.4,0.58
2019-09-30,MSFT,BUY,7.12647,65.72,0.5
2019-09-30,BND,BUY,8.142662,90.06,0.73
2019-09-30,CASH,INTEREST,0.0,8.36,0.0
2019-09-30,CASH,DEPOSIT,0.0,4000.0,0.0
2019-09-30,BRK-B,BUY,0.579832,176.07,0.5
2019-10-31,XLF,BUY,19.04517,31.72,0.6
2019-10-31,XLI,BUY,3.407298,69.22,0.5
2019-10-31,XLV,BUY,11.736702,81.89,0.96
2019-10-31,GLD,BUY,1.62931,142.85,0.5
2019-10-31,AMZN,BUY,11.659808,40.87,0.5
2019-10-31,VXUS,BUY,10.998348,72.08,0.79
2019-10-31,EFA,BUY,3.675901,69.43,0.5
2019-10-31,CASH,INTEREST,0.0,8.44,0.0
2019-10-31,CASH,DEPOSIT,0.0,4000.0,0.0
2019-10-31,BND,BUY,0.409954,101.31,0.5
2019-11-29,EEM,BUY,1.01677,39.52,0.5
2019-11-29,AAPL,BUY,2.674385,35.02,0.5
2019-11-29,VXUS,BUY,2.631082,71.38,0.5
2019-11-29,IEF,BUY,1.563444,118.76,0.5
2019-11-29,GOOGL,BUY,8.729336,52.61,0.5
2019-11-29,META,BUY,12.732715,111.63,1.42
2019-11-29,TSLA,BUY,39.045749,18.19,0.71
2019-11-29,CASH,INTEREST,0.0,7.27,0.0
2019-11-29,CASH,DEPOSIT,0.0,4000.0,0.0
2019-11-29,BRK-B,BUY,3.127046,160.52,0.5
2019-12-31,BND,DIVIDEND,0.0,146.29,0.0
2019-12-31,MSFT,DIVIDEND,0.0,136.84,0.0
2019-12-31,AAPL,DIVIDEND,0.0,154.03,0.0
2019-12-31,SCHD,DIVIDEND,0.0,158.33,0.0
2019-12-31,VNQ,DIVIDEND,0.0,146.48,0.0
2019-12-31,QQQ,DIVIDEND,0.0,156.71,0.0
2019-12-31,SPY,DIVIDEND,0.0,143.68,0.0
2019-12-31,VTI,DIVIDEND,0.0,163.89,0.0
2019-12-31,VXUS,DIVIDEND,0.0,166.21,0.0
2019-12-31,QQQ,BUY,5.433368,139.74,0.76
2019-12-31,CASH,DEPOSIT,0.0,4000.0,0.0
2019-12-31,TLT,BUY,0.460543,151.91,0.5
2019-12-31,XLY,BUY,14.101329,89.04,1.26
2019-12-31,AMZN,BUY,1.278501,37.95,0.5
2019-12-31,GOOGL,BUY,4.299486,58.68,0.5
2019-12-31,TSLA,BUY,8.411395,19.88,0.5
2019-12-31,SCHD,BUY,13.21459,58.17,0.77
2019-12-31,CASH,INTEREST,0.0,9.97,0.0
2019-12-31,AAPL,BUY,8.804116,31.63,0.5
2020-01-31,MSFT,SELL,0.514685,54.24,0.5
2020-01-31,AAPL,SELL,0.695845,31.09,0.5
2020-01-31,QQQ,SELL,0.153292,149.49,0.5
2020-01-31,SPY,SELL,0.156732,300.55,0.5
2020-01-31,XLF,BUY,17.849576,28.85,0.51
2020-01-31,GOOGL,BUY,12.155821,50.61,0.62
2020-01-31,XLY,BUY,0.947422,101.17,0.5
2020-01-31,BRK-B,BUY,4.159757,163.92,0.68
2020-01-31,SPY,BUY,0.157554,273.36,0.5
2020-01-31,META,BUY,5.339055,122.09,0.65
2020-01-31,XLI,BUY,0.416303,71.56,0.5
2020-01-31,CASH,INTEREST,0.0,11.1,0.0
2020-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2020-01-31,VXUS,BUY,14.385373,67.25,0.97
2020-02-28,EEM,BUY,18.86871,43.61,0.82
2020-02-28,SCHD,BUY,7.005225,59.84,0.5
2020-02-28,XLE,BUY,7.932306,78.54,0.62
2020-02-28,XLB,BUY,1.908673,63.51,0.5
2020-02-28,XLV,BUY,3.583618,90.82,0.5
2020-02-28,XLP,BUY,6.360452,69.52,0.5
2020-02-28,SPY,BUY,0.586749,284.23,0.5
2020-02-28,AAPL,BUY,19.77569,34.35,0.68
2020-02-28,CASH,INTEREST,0.0,6.26,0.0
2020-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2020-03-31,MSFT,DIVIDEND,0.0,147.73,0.0
2020-03-31,AAPL,DIVIDEND,0.0,168.74,0.0
2020-03-31,SCHD,DIVIDEND,0.0,159.94,0.0
2020-03-31,VNQ,DIVIDEND,0.0,153.54,0.0
2020-03-31,QQQ,DIVIDEND,0.0,159.87,0.0
2020-03-31,SPY,DIVIDEND,0.0,164.08,0.0
2020-03-31,BND,DIVIDEND,0.0,160.79,0.0
2020-03-31,VXUS,DIVIDEND,0.0,157.05,0.0
2020-03-31,VTI,DIVIDEND,0.0,173.77,0.0
2020-03-31,VXUS,BUY,20.065436,73.88,1.48
2020-03-31,XLU,BUY,5.931569,60.35,0.5
2020-03-31,NVDA,BUY,12.079224,10.45,0.5
2020-03-31,XLE,BUY,0.027096,88.21,0.5
2020-03-31,EFA,BUY,3.507938,75.32,0.5
2020-03-31,XLP,BUY,9.676438,68.81,0.67
2020-03-31,BRK-B,BUY,3.954152,160.74,0.64
2020-03-31,BND,BUY,0.685151,95.44,0.5
2020-03-31,CASH,INTEREST,0.0,10.41,0.0
2020-03-31,CASH,DEPOSIT,0.0,4000.0,0.0
2020-04-30,NVDA,BUY,3.797908,10.9,0.5
2020-04-30,AMZN,BUY,11.556403,35.6,0.5
2020-04-30,SCHD,BUY,18.521655,55.66,1.03
2020-04-30,VXUS,BUY,13.442211,80.23,1.08
2020-04-30,XLU,BUY,4.454216,64.7,0.5
2020-04-30,XLK,BUY,0.232597,59.8,0.5
2020-04-30,CASH,DEPOSIT,0.0,4000.0,0.0
2020-04-30,GLD,BUY,0.89099,141.53,0.5
2020-04-30,CASH,INTEREST,0.0,8.27,0.0
2020-04-30,IEF,BUY,4.950487,123.15,0.61
2020-05-29,VNQ,BUY,0.802896,101.72,0.5
2020-05-29,XLE,BUY,18.733328,80.22,1.5
2020-05-29,BRK-B,BUY,3.293957,160.91,0.53
2020-05-29,GLD,BUY,4.078744,139.51,0.57
2020-05-29,XLB,BUY,2.734485,58.21,0.5
2020-05-29,XLK,BUY,2.073391,60.0,0.5
2020-05-29,XLF,BUY,19.385192,30.44,0.59
2020-05-29,CASH,INTEREST,0.0,7.0,0.0
2020-05-29,CASH,DEPOSIT,0.0,4000.0,0.0
2020-05-29,TSLA,BUY,1.952856,21.96,0.5
2020-06-30,MSFT,DIVIDEND,0.0,157.19,0.0
2020-06-30,AAPL,DIVIDEND,0.0,165.28,0.0
2020-06-30,SCHD,DIVIDEND,0.0,149.69,0.0
2020-06-30,VXUS,DIVIDEND,0.0,163.1,0.0
2020-06-30,VNQ,DIVIDEND,0.0,163.6,0.0
2020-06-30,QQQ,DIVIDEND,0.0,182.01,0.0
2020-06-30,SPY,DIVIDEND,0.0,157.24,0.0
2020-06-30,BND,DIVIDEND,0.0,178.4,0.0
2020-06-30,VTI,DIVIDEND,0.0,171.09,0.0
2020-06-30,MSFT,BUY,0.205825,68.49,0.5
2020-06-30,XLU,BUY,23.77843,64.63,1.54
2020-06-30,VXUS,BUY,3.7367,76.45,0.5
2020-06-30,VNQ,BUY,8.622323,103.26,0.89
2020-06-30,VTI,BUY,0.778542,263.16,0.5
2020-06-30,EEM,BUY,10.663286,44.08,0.5
2020-06-30,IEF,BUY,0.820456,130.19,0.5
2020-06-30,CASH,INTEREST,0.0,7.52,0.0
2020-06-30,CASH,DEPOSIT,0.0,4000.0,0.0
2020-06-30,BND,BUY,0.89672,101.99,0.5
2020-07-31,XLB,BUY,5.449234,65.48,0.5
2020-07-31,MSFT,BUY,14.873499,63.75,0.95
2020-07-31,XLU,BUY,11.110424,60.89,0.68
2020-07-31,XLF,BUY,17.362018,29.7,0.52
2020-07-31,AMZN,BUY,14.89402,42.2,0.63
2020-07-31,EFA,BUY,0.159101,76.02,0.5
2020-07-31,XLV,BUY,4.518256,85.1,0.5
2020-07-31,CASH,INTEREST,0.0,9.68,0.0
2020-07-31,CASH,DEPOSIT,0.0,4000.0,0.0
2020-07-31,BRK-B,BUY,0.464773,167.43,0.5
2020-08-31,XLB,BUY,9.519083,62.95,0.6
2020-08-31,TLT,BUY,0.665243,170.75,0.5
2020-08-31,QQQ,BUY,0.292795,160.07,0.5
2020-08-31,XLI,BUY,1.932372,66.06,0.5
2020-08-31,CASH,DEPOSIT,0.0,4000.0,0.0
2020-08-31,XLF,BUY,16.821351,32.61,0.55
2020-08-31,XLK,BUY,0.225857,60.34,0.5
2020-08-31,GOOGL,BUY,22.02927,51.68,1.14
2020-08-31,CASH,INTEREST,0.0,9.75,0.0
2020-08-31,BRK-B,BUY,5.546894,182.47,1.01
2020-09-30,CASH,FEE,0.0,23.39,0.0
2020-09-30,VXUS,DIVIDEND,0.0,166.8,0.0
2020-09-30,AAPL,DIVIDEND,0.0,187.28,0.0
2020-09-30,SCHD,DIVIDEND,0.0,191.42,0.0
2020-09-30,VNQ,DIVIDEND,0.0,169.76,0.0
2020-09-30,QQQ,DIVIDEND,0.0,164.26,0.0
2020-09-30,SPY,DIVIDEND,0.0,175.23,0.0
2020-09-30,BND,DIVIDEND,0.0,174.24,0.0
2020-09-30,VTI,DIVIDEND,0.0,165.16,0.0
2020-09-30,MSFT,DIVIDEND,0.0,174.36,0.0
2020-09-30,XLK,BUY,0.457095,62.11,0.5
2020-09-30,NVDA,BUY,48.251591,11.88,0.57
2020-09-30,XLF,BUY,4.856223,29.03,0.5
2020-09-30,TLT,BUY,3.038984,181.02,0.55
2020-09-30,XLB,BUY,6.853641,62.11,0.5
2020-09-30,EEM,BUY,14.934438,46.61,0.7
2020-09-30,BND,BUY,4.231899,99.18,0.5
2020-09-30,CASH,INTEREST,0.0,8.12,0.0
2020-09-30,XLI,BUY,11.5815,66.11,0.77
2020-09-30,CASH,DEPOSIT,0.0,4000.0,0.0
2020-10-30,IWM,BUY,5.234619,156.34,0.82
2020-10-30,XLV,BUY,13.595276,93.94,1.28
2020-10-30,EFA,BUY,5.123024,76.38,0.5
2020-10-30,TLT,BUY,1.229228,152.73,0.5
2020-10-30,XLE,BUY,8.933808,80.41,0.72
2020-10-30,SPY,BUY,0.151769,311.1,0.5
2020-10-30,QQQ,BUY,0.922751,151.97,0.5
2020-10-30,CASH,INTEREST,0.0,8.08,0.0
2020-10-30,CASH,DEPOSIT,0.0,4000.0,0.0
2020-10-30,VNQ,BUY,0.202871,96.69,0.5
2020-11-30,XLP,BUY,4.873208,69.9,0.5
2020-11-30,EEM,BUY,2.104146,42.68,0.5
2020-11-30,XLF,BUY,3.95474,31.11,0.5
2020-11-30,BND,BUY,9.18172,100.65,0.92
2020-11-30,VTI,BUY,3.451738,254.0,0.88
2020-11-30,SCHD,BUY,11.818901,66.39,0.78
2020-11-30,GOOGL,BUY,4.270434,59.28,0.5
2020-11-30,CASH,INTEREST,0.0,7.08,0.0
2020-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2020-11-30,XLE,BUY,2.462227,84.44,0.5
2020-12-31,MSFT,DIVIDEND,0.0,172.51,0.0
2020-12-31,AAPL,DIVIDEND,0.0,172.51,0.0
2020-12-31,SCHD,DIVIDEND,0.0,184.5,0.0
2020-12-31,VNQ,DIVIDEND,0.0,191.01,0.0
2020-12-31,QQQ,DIVIDEND,0.0,171.72,0.0
2020-12-31,SPY,DIVIDEND,0.0,160.43,0.0
2020-12-31,BND,DIVIDEND,0.0,171.06,0.0
2020-12-31,VXUS,DIVIDEND,0.0,185.96,0.0
2020-12-31,VTI,DIVIDEND,0.0,163.17,0.0
2020-12-31,SCHD,BUY,1.777284,63.89,0.5
2020-12-31,QQQ,BUY,3.756035,152.18,0.57
2020-12-31,GOOGL,BUY,5.015992,56.43,0.5
2020-12-31,VXUS,BUY,6.174747,74.48,0.5
2020-12-31,EFA,BUY,4.644377,80.69,0.5
2020-12-31,MSFT,BUY,20.064606,64.85,1.3
2020-12-31,IWM,BUY,1.171673,154.14,0.5
2020-12-31,CASH,INTEREST,0.0,7.95,0.0
2020-12-31,CASH,DEPOSIT,0.0,4000.0,0.0
2020-12-31,SPY,BUY,1.079166,292.32,0.5
2021-01-29,MSFT,SELL,0.571403,66.4,0.5
2021-01-29,AAPL,SELL,0.197756,39.95,0.5
2021-01-29,QQQ,SELL,0.566805,137.17,0.5
2021-01-29,SPY,SELL,0.418318,297.67,0.5
2021-01-29,GOOGL,BUY,3.165499,50.17,0.5
2021-01-29,SPY,BUY,0.097032,306.01,0.5
2021-01-29,IWM,BUY,0.798978,145.71,0.5
2021-01-29,VXUS,BUY,12.888988,79.44,1.02
