date,ticker,action,quantity,price,fees
2021-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2021-05-31,VTI,BUY,1.229674,273.59,0.5
2021-06-30,MSFT,DIVIDEND,0.0,183.71,0.0
2021-06-30,AAPL,DIVIDEND,0.0,189.25,0.0
2021-06-30,SCHD,DIVIDEND,0.0,201.64,0.0
2021-06-30,VNQ,DIVIDEND,0.0,190.24,0.0
2021-06-30,QQQ,DIVIDEND,0.0,193.52,0.0
2021-06-30,SPY,DIVIDEND,0.0,187.8,0.0
2021-06-30,BND,DIVIDEND,0.0,192.4,0.0
2021-06-30,VXUS,DIVIDEND,0.0,172.07,0.0
2021-06-30,VTI,DIVIDEND,0.0,191.2,0.0
2021-06-30,MSFT,BUY,7.892463,71.71,0.57
2021-06-30,SCHD,BUY,3.666094,61.09,0.5
2021-06-30,VTI,BUY,1.670324,278.52,0.5
2021-06-30,XLP,BUY,13.832597,70.53,0.98
2021-06-30,VNQ,BUY,2.16696,101.74,0.5
2021-06-30,EFA,BUY,2.578723,78.08,0.5
2021-06-30,CASH,INTEREST,0.0,4.61,0.0
2021-06-30,CASH,DEPOSIT,0.0,4000.0,0.0
2021-06-30,IWM,BUY,1.315594,145.3,0.5
2021-06-30,VXUS,BUY,10.326414,73.23,0.76
2021-07-30,SCHD,BUY,12.867912,60.49,0.78
2021-07-30,AAPL,BUY,17.371251,38.07,0.66
2021-07-30,TSLA,BUY,40.016639,20.78,0.83
2021-07-30,XLY,BUY,1.933374,98.85,0.5
2021-07-30,CASH,DEPOSIT,0.0,4000.0,0.0
2021-07-30,BRK-B,BUY,0.478949,179.64,0.5
2021-07-30,META,BUY,0.750508,124.53,0.5
2021-07-30,VXUS,BUY,7.625459,80.97,0.62
2021-07-30,CASH,INTEREST,0.0,8.24,0.0
2021-07-30,NVDA,BUY,28.452842,11.98,0.5
2021-08-31,XLE,BUY,0.588225,97.54,0.5
2021-08-31,XLI,BUY,1.943563,71.68,0.5
2021-08-31,AMZN,BUY,28.149841,40.24,1.13
2021-08-31,SPY,BUY,2.590122,293.97,0.76
2021-08-31,XLV,BUY,1.009195,103.95,0.5
2021-08-31,XLY,BUY,3.4258,100.06,0.5
2021-08-31,IEF,BUY,4.06737,137.1,0.56
2021-08-31,CASH,INTEREST,0.0,8.56,0.0
2021-08-31,CASH,DEPOSIT,0.0,4000.0,0.0
2021-08-31,IWM,BUY,3.178688,158.49,0.5
2021-09-30,QQQ,DIVIDEND,0.0,202.34,0.0
2021-09-30,SPY,DIVIDEND,0.0,197.31,0.0
2021-09-30,VNQ,DIVIDEND,0.0,174.06,0.0
2021-09-30,BND,DIVIDEND,0.0,178.44,0.0
2021-09-30,AAPL,DIVIDEND,0.0,206.28,0.0
2021-09-30,MSFT,DIVIDEND,0.0,181.9,0.0
2021-09-30,SCHD,DIVIDEND,0.0,197.74,0.0
2021-09-30,VXUS,DIVIDEND,0.0,196.34,0.0
2021-09-30,XLV,BUY,0.546485,89.26,0.5
2021-09-30,MSFT,BUY,4.231271,72.46,0.5
2021-09-30,VXUS,BUY,6.123631,74.7,0.5
2021-09-30,XLK,BUY,0.619582,62.99,0.5
2021-09-30,CASH,DEPOSIT,0.0,4000.0,0.0
2021-09-30,TSLA,BUY,79.851505,21.07,1.68
2021-09-30,XLY,BUY,4.175608,100.24,0.5
2021-09-30,EFA,BUY,5.750097,78.06,0.5
2021-09-30,XLF,BUY,5.762176,34.44,0.5
2021-09-30,VTI,DIVIDEND,0.0,186.3,0.0
2021-09-30,CASH,INTEREST,0.0,6.39,0.0
2021-10-29,XLI,BUY,5.720259,68.7,0.5
2021-10-29,XLF,BUY,3.485899,32.95,0.5
2021-10-29,XLK,BUY,8.69482,68.97,0.6
2021-10-29,XLU,BUY,1.421114,69.44,0.5
2021-10-29,XLE,BUY,0.366241,86.72,0.5
2021-10-29,XLB,BUY,6.77457,62.44,0.5
2021-10-29,XLP,BUY,4.319439,74.19,0.5
2021-10-29,CASH,INTEREST,0.0,11.35,0.0
2021-10-29,CASH,DEPOSIT,0.0,4000.0,0.0
2021-10-29,VXUS,BUY,21.022229,76.99,1.62
2021-11-30,TSLA,BUY,12.894905,20.44,0.5
2021-11-30,VXUS,BUY,0.345336,72.93,0.5
2021-11-30,XLI,BUY,2.831209,70.13,0.5
2021-11-30,IWM,BUY,2.415844,157.19,0.5
2021-11-30,BRK-B,BUY,1.065917,196.52,0.5
2021-11-30,GOOGL,BUY,12.184009,57.95,0.71
2021-11-30,XLB,BUY,19.949683,66.14,1.32
2021-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2021-11-30,CASH,INTEREST,0.0,7.37,0.0
2021-11-30,VTI,BUY,1.712808,290.67,0.5
2021-12-31,MSFT,DIVIDEND,0.0,204.75,0.0
2021-12-31,AAPL,DIVIDEND,0.0,210.86,0.0
2021-12-31,SCHD,DIVIDEND,0.0,199.91,0.0
2021-12-31,VNQ,DIVIDEND,0.0,200.28,0.0
2021-12-31,QQQ,DIVIDEND,0.0,191.02,0.0
2021-12-31,SPY,DIVIDEND,0.0,205.37,0.0
2021-12-31,BND,DIVIDEND,0.0,192.44,0.0
2021-12-31,VTI,DIVIDEND,0.0,209.92,0.0
2021-12-31,VXUS,DIVIDEND,0.0,198.25,0.0
2021-12-31,QQQ,BUY,0.354045,163.93,0.5
2021-12-31,XLP,BUY,6.367982,74.31,0.5
2021-12-31,VTI,BUY,4.381747,274.62,1.2
2021-12-31,AMZN,BUY,3.705499,46.02,0.5
2021-12-31,SCHD,BUY,9.516741,65.67,0.62
2021-12-31,XLB,BUY,2.715329,66.27,0.5
2021-12-31,AAPL,BUY,6.961853,32.72,0.5
2021-12-31,CASH,INTEREST,0.0,5.79,0.0
2021-12-31,CASH,DEPOSIT,0.0,4000.0,0.0
2021-12-31,VXUS,BUY,8.49202,77.97,0.66
2022-01-31,BRK-B,BUY,0.31184,182.54,0.5
2022-01-31,MSFT,SELL,0.796406,71.13,0.5
2022-01-31,AAPL,SELL,0.206417,34.47,0.5
2022-01-31,QQQ,SELL,0.555141,166.44,0.5
2022-01-31,SPY,SELL,0.548578,307.17,0.5
2022-01-31,TSLA,BUY,18.543716,19.92,0.5
2022-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2022-01-31,VNQ,BUY,3.622521,113.19,0.5
2022-01-31,VTI,BUY,2.01814,278.95,0.56
2022-01-31,QQQ,BUY,0.931298,166.36,0.5
2022-01-31,IEF,BUY,8.313016,140.36,1.17
2022-01-31,AMZN,BUY,16.332251,46.01,0.75
2022-01-31,XLY,BUY,1.233147,103.47,0.5
2022-01-31,CASH,INTEREST,0.0,7.95,0.0
2022-02-28,TSLA,BUY,2.921707,20.55,0.5
2022-02-28,EEM,BUY,4.106112,49.61,0.5
2022-02-28,XLV,BUY,0.879882,98.3,0.5
2022-02-28,XLU,BUY,1.03375,70.56,0.5
2022-02-28,MSFT,BUY,31.098414,74.59,2.32
2022-02-28,SPY,BUY,2.135654,313.45,0.67
2022-02-28,XLY,BUY,0.330244,101.59,0.5
2022-02-28,CASH,INTEREST,0.0,7.87,0.0
2022-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2022-02-28,XLK,BUY,2.313311,66.61,0.5
2022-03-31,BND,DIVIDEND,0.0,196.27,0.0
2022-03-31,MSFT,DIVIDEND,0.0,197.15,0.0
2022-03-31,AAPL,DIVIDEND,0.0,201.57,0.0
2022-03-31,SCHD,DIVIDEND,0.0,196.67,0.0
2022-03-31,VNQ,DIVIDEND,0.0,205.73,0.0
2022-03-31,QQQ,DIVIDEND,0.0,204.41,0.0
2022-03-31,SPY,DIVIDEND,0.0,217.97,0.0
2022-03-31,VXUS,DIVIDEND,0.0,207.2,0.0
2022-03-31,XLY,BUY,3.295721,90.58,0.5
2022-03-31,IWM,BUY,4.237735,155.98,0.66
2022-03-31,GLD,BUY,5.321711,165.03,0.88
2022-03-31,TSLA,BUY,12.937201,20.65,0.5
2022-03-31,SCHD,BUY,3.358768,68.21,0.5
2022-03-31,IEF,BUY,0.787303,137.38,0.5
2022-03-31,VNQ,BUY,10.045396,108.29,1.09
2022-03-31,EFA,BUY,0.817851,85.59,0.5
2022-03-31,CASH,INTEREST,0.0,2.89,0.0
2022-03-31,CASH,DEPOSIT,0.0,4000.0,0.0
2022-03-31,VTI,DIVIDEND,0.0,211.79,0.0
2022-04-29,XLU,BUY,14.473849,74.45,1.08
2022-04-29,VXUS,BUY,1.542052,85.18,0.5
2022-04-29,META,BUY,4.111975,130.33,0.54
2022-04-29,NVDA,BUY,66.216418,11.66,0.77
2022-04-29,IEF,BUY,1.377356,154.82,0.5
2022-04-29,CASH,DEPOSIT,0.0,4000.0,0.0
2022-04-29,TSLA,BUY,8.005678,21.72,0.5
2022-04-29,QQQ,BUY,0.916392,178.33,0.5
2022-04-29,VNQ,BUY,4.601666,115.8,0.53
2022-04-29,CASH,INTEREST,0.0,7.65,0.0
2022-05-31,BND,BUY,5.804025,115.52,0.67
2022-05-31,BRK-B,BUY,4.169686,188.6,0.79
2022-05-31,QQQ,BUY,0.547089,174.9,0.5
2022-05-31,VTI,BUY,1.5631,270.08,0.5
2022-05-31,META,BUY,0.322164,125.91,0.5
2022-05-31,AMZN,BUY,12.323597,45.42,0.56
2022-05-31,SCHD,BUY,8.984499,66.27,0.6
2022-05-31,CASH,INTEREST,0.0,8.6,0.0
2022-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2022-05-31,VXUS,BUY,5.474055,78.49,0.5
2022-06-30,BND,DIVIDEND,0.0,214.69,0.0
2022-06-30,MSFT,DIVIDEND,0.0,203.61,0.0
2022-06-30,AAPL,DIVIDEND,0.0,208.35,0.0
2022-06-30,SCHD,DIVIDEND,0.0,222.73,0.0
2022-06-30,VNQ,DIVIDEND,0.0,217.38,0.0
2022-06-30,QQQ,DIVIDEND,0.0,217.08,0.0
2022-06-30,SPY,DIVIDEND,0.0,227.28,0.0
2022-06-30,VXUS,DIVIDEND,0.0,212.57,0.0
2022-06-30,VTI,DIVIDEND,0.0,221.28,0.0
2022-06-30,VXUS,BUY,3.029199,80.2,0.5
2022-06-30,VTI,BUY,1.559531,317.26,0.5
2022-06-30,XLB,BUY,10.676092,69.35,0.74
2022-06-30,BND,BUY,1.522356,116.14,0.5
2022-06-30,XLP,BUY,21.605151,80.34,1.74
2022-06-30,IWM,BUY,0.277134,156.22,0.5
2022-06-30,NVDA,BUY,0.901221,11.86,0.5
2022-06-30,AAPL,BUY,3.984636,39.02,0.5
2022-06-30,CASH,DEPOSIT,0.0,4000.0,0.0
2022-06-30,CASH,INTEREST,0.0,10.37,0.0
2022-07-29,XLY,BUY,4.17986,108.53,0.5
2022-07-29,XLF,BUY,26.486832,35.97,0.95
2022-07-29,XLK,BUY,1.429699,67.25,0.5
2022-07-29,XLI,BUY,0.737854,76.74,0.5
2022-07-29,VTI,BUY,1.383328,299.9,0.5
2022-07-29,XLV,BUY,13.117304,95.5,1.25
2022-07-29,BND,BUY,2.471769,102.34,0.5
2022-07-29,CASH,INTEREST,0.0,5.91,0.0
2022-07-29,CASH,DEPOSIT,0.0,4000.0,0.0
2022-07-29,AAPL,BUY,3.20785,37.52,0.5
2022-08-31,XLB,BUY,13.587346,68.47,0.93
2022-08-31,AMZN,BUY,1.222155,49.48,0.5
2022-08-31,XLF,BUY,39.505033,35.51,1.4
2022-08-31,TLT,BUY,0.080008,185.22,0.5
2022-08-31,BRK-B,BUY,0.340911,192.38,0.5
2022-08-31,XLU,BUY,5.417174,66.17,0.5
2022-08-31,CASH,DEPOSIT,0.0,4000.0,0.0
2022-08-31,IWM,BUY,3.090041,162.79,0.5
2022-08-31,BND,BUY,2.253475,117.34,0.5
2022-08-31,CASH,INTEREST,0.0,9.47,0.0
2022-09-30,MSFT,DIVIDEND,0.0,222.2,0.0
2022-09-30,AAPL,DIVIDEND,0.0,216.79,0.0
2022-09-30,SCHD,DIVIDEND,0.0,224.48,0.0
2022-09-30,VNQ,DIVIDEND,0.0,210.15,0.0
2022-09-30,QQQ,DIVIDEND,0.0,218.15,0.0
2022-09-30,SPY,DIVIDEND,0.0,216.66,0.0
2022-09-30,BND,DIVIDEND,0.0,211.9,0.0
2022-09-30,VXUS,DIVIDEND,0.0,229.97,0.0
2022-09-30,VTI,DIVIDEND,0.0,222.45,0.0
2022-09-30,EFA,BUY,3.687314,78.95,0.5
2022-09-30,XLY,BUY,0.752681,108.98,0.5
2022-09-30,VNQ,BUY,5.42684,124.06,0.67
2022-09-30,GOOGL,BUY,7.565199,62.86,0.5
2022-09-30,VTI,BUY,3.449419,281.65,0.97
2022-09-30,EEM,BUY,11.737283,46.78,0.55
2022-09-30,IEF,BUY,2.72744,143.52,0.5
2022-09-30,META,BUY,1.069533,155.27,0.5
2022-09-30,CASH,INTEREST,0.0,8.48,0.0
2022-09-30,CASH,DEPOSIT,0.0,4000.0,0.0
2022-10-31,XLY,BUY,2.303021,104.31,0.5
2022-10-31,MSFT,BUY,6.715112,86.47,0.58
2022-10-31,META,BUY,2.549379,134.19,0.5
2022-10-31,BND,BUY,1.301013,122.26,0.5
2022-10-31,IEF,BUY,4.131614,135.34,0.56
2022-10-31,AAPL,BUY,42.867987,34.96,1.5
2022-10-31,XLB,BUY,1.443865,67.49,0.5
2022-10-31,CASH,INTEREST,0.0,6.23,0.0
2022-10-31,CASH,DEPOSIT,0.0,4000.0,0.0
2022-10-31,EFA,BUY,1.575543,77.9,0.5
2022-11-30,XLF,BUY,20.882041,36.38,0.76
2022-11-30,XLB,BUY,9.811858,72.61,0.71
2022-11-30,AAPL,BUY,12.34441,39.84,0.5
2022-11-30,MSFT,BUY,1.772054,77.34,0.5
2022-11-30,EFA,BUY,4.268397,83.98,0.5
2022-11-30,GOOGL,BUY,5.83338,61.59,0.5
2022-11-30,IEF,BUY,2.694371,140.31,0.5
2022-11-30,CASH,INTEREST,0.0,8.37,0.0
2022-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2022-11-30,BRK-B,BUY,2.060468,195.66,0.5
2022-12-30,MSFT,DIVIDEND,0.0,222.52,0.0
2022-12-30,AAPL,DIVIDEND,0.0,227.23,0.0
2022-12-30,SCHD,DIVIDEND,0.0,206.32,0.0
2022-12-30,VNQ,DIVIDEND,0.0,225.41,0.0
2022-12-30,QQQ,DIVIDEND,0.0,212.8,0.0
2022-12-30,SPY,DIVIDEND,0.0,219.11,0.0
2022-12-30,BND,DIVIDEND,0.0,239.43,0.0
2022-12-30,VXUS,DIVIDEND,0.0,242.85,0.0
2022-12-30,AAPL,BUY,9.895722,38.23,0.5
2022-12-30,BRK-B,BUY,3.897262,197.32,0.77
2022-12-30,VTI,DIVIDEND,0.0,234.89,0.0
2022-12-30,CASH,DEPOSIT,0.0,4000.0,0.0
2022-12-30,CASH,INTEREST,0.0,5.72,0.0
2022-12-30,SPY,BUY,0.351617,321.65,0.5
2022-12-30,XLP,BUY,0.863651,82.05,0.5
2022-12-30,XLB,BUY,0.346838,76.05,0.5
2022-12-30,GLD,BUY,1.480792,175.09,0.5
2022-12-30,XLU,BUY,2.450727,66.04,0.5
2022-12-30,VTI,BUY,6.509749,279.77,1.82
2023-01-31,MSFT,SELL,0.272885,73.88,0.5
2023-01-31,AAPL,SELL,0.139938,39.07,0.5
2023-01-31,QQQ,SELL,0.148271,173.89,0.5
2023-01-31,SPY,SELL,0.625963,331.12,0.5
2023-01-31,EFA,BUY,0.515183,81.17,0.5
2023-01-31,XLI,BUY,0.896901,79.49,0.5
2023-01-31,XLY,BUY,2.870164,106.25,0.5
2023-01-31,XLP,BUY,9.59946,84.12,0.81
2023-01-31,SPY,BUY,0.288553,355.11,0.5
2023-01-31,QQQ,BUY,5.379739,170.63,0.92
2023-01-31,XLV,BUY,11.039941,92.92,1.03
2023-01-31,CASH,INTEREST,0.0,7.07,0.0
2023-01-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-01-31,MSFT,BUY,4.357563,75.33,0.5
2023-02-28,XLV,BUY,7.178009,104.02,0.75
2023-02-28,SPY,BUY,1.043951,318.93,0.5
2023-02-28,META,BUY,0.260094,129.43,0.5
2023-02-28,BRK-B,BUY,1.461967,203.48,0.5
2023-02-28,CASH,INTEREST,0.0,6.22,0.0
2023-02-28,XLE,BUY,1.628609,97.05,0.5
2023-02-28,XLY,BUY,1.253748,114.03,0.5
2023-02-28,XLP,BUY,17.197684,68.55,1.18
2023-02-28,CASH,DEPOSIT,0.0,4000.0,0.0
2023-02-28,XLK,BUY,10.25016,69.21,0.71
2023-03-31,MSFT,DIVIDEND,0.0,239.04,0.0
2023-03-31,AAPL,DIVIDEND,0.0,234.37,0.0
2023-03-31,VXUS,DIVIDEND,0.0,231.76,0.0
2023-03-31,VNQ,DIVIDEND,0.0,219.28,0.0
2023-03-31,QQQ,DIVIDEND,0.0,230.86,0.0
2023-03-31,BND,DIVIDEND,0.0,226.33,0.0
2023-03-31,VTI,DIVIDEND,0.0,236.93,0.0
2023-03-31,SCHD,DIVIDEND,0.0,200.79,0.0
2023-03-31,XLE,BUY,0.669747,94.29,0.5
2023-03-31,VTI,BUY,0.281145,304.05,0.5
2023-03-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-03-31,CASH,INTEREST,0.0,9.59,0.0
2023-03-31,SCHD,BUY,1.741571,66.08,0.5
2023-03-31,SPY,DIVIDEND,0.0,221.72,0.0
2023-03-31,VXUS,BUY,3.931151,82.68,0.5
2023-03-31,AAPL,BUY,11.511538,37.73,0.5
2023-03-31,XLV,BUY,2.319028,96.66,0.5
2023-03-31,TLT,BUY,9.81612,189.89,1.86
2023-03-31,EEM,BUY,9.22178,53.01,0.5
2023-04-28,CASH,DEPOSIT,0.0,4000.0,0.0
2023-04-28,CASH,INTEREST,0.0,3.27,0.0
2023-04-28,XLF,BUY,17.801313,32.87,0.59
2023-04-28,EEM,BUY,8.994327,48.72,0.5
2023-04-28,NVDA,BUY,2.957451,12.08,0.5
2023-04-28,IEF,BUY,6.411573,142.34,0.91
2023-04-28,TLT,BUY,1.798838,189.96,0.5
2023-04-28,XLK,BUY,0.387393,76.55,0.5
2023-04-28,AMZN,BUY,17.882044,47.96,0.86
2023-04-28,MSFT,BUY,5.201871,76.77,0.5
2023-05-31,XLV,BUY,13.41963,104.23,1.4
2023-05-31,XLY,BUY,0.19206,116.95,0.5
2023-05-31,VNQ,BUY,4.318521,114.05,0.5
2023-05-31,META,BUY,0.065929,139.17,0.5
2023-05-31,BRK-B,BUY,3.329058,204.6,0.68
2023-05-31,XLK,BUY,1.290033,70.46,0.5
2023-05-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-05-31,XLE,BUY,1.818377,109.94,0.5
2023-05-31,QQQ,BUY,3.885659,181.47,0.71
2023-05-31,CASH,INTEREST,0.0,7.5,0.0
2023-06-30,CASH,DEPOSIT,0.0,4000.0,0.0
2023-06-30,MSFT,DIVIDEND,0.0,240.28,0.0
2023-06-30,AAPL,DIVIDEND,0.0,225.38,0.0
2023-06-30,SCHD,DIVIDEND,0.0,240.52,0.0
2023-06-30,VNQ,DIVIDEND,0.0,235.2,0.0
2023-06-30,QQQ,DIVIDEND,0.0,250.12,0.0
2023-06-30,SPY,DIVIDEND,0.0,236.24,0.0
2023-06-30,BND,DIVIDEND,0.0,225.32,0.0
2023-06-30,VXUS,DIVIDEND,0.0,256.63,0.0
2023-06-30,VTI,DIVIDEND,0.0,240.24,0.0
2023-06-30,MSFT,BUY,2.553298,78.01,0.5
2023-06-30,AMZN,BUY,12.622104,50.05,0.63
2023-06-30,XLB,BUY,5.755646,69.1,0.5
2023-06-30,BRK-B,BUY,1.723579,197.54,0.5
2023-06-30,VXUS,BUY,6.958726,89.38,0.62
2023-06-30,NVDA,BUY,11.351011,11.78,0.5
2023-06-30,CASH,INTEREST,0.0,8.23,0.0
2023-06-30,SCHD,BUY,4.424847,67.99,0.5
2023-06-30,TSLA,BUY,41.781256,23.32,0.97
2023-07-31,AMZN,BUY,26.400452,45.39,1.2
2023-07-31,TSLA,BUY,27.995518,25.47,0.71
2023-07-31,XLY,BUY,0.380642,117.89,0.5
2023-07-31,GLD,BUY,3.689068,186.81,0.69
2023-07-31,IWM,BUY,0.040448,170.13,0.5
2023-07-31,NVDA,BUY,35.432344,12.56,0.5
2023-07-31,META,BUY,0.638063,150.47,0.5
2023-07-31,CASH,INTEREST,0.0,7.63,0.0
2023-07-31,XLF,BUY,11.499991,35.35,0.5
2023-07-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-08-31,EFA,BUY,9.371271,94.69,0.89
2023-08-31,XLV,BUY,0.946674,102.32,0.5
2023-08-31,META,BUY,1.331373,155.63,0.5
2023-08-31,IEF,BUY,3.917867,161.25,0.63
2023-08-31,XLU,BUY,4.900595,70.59,0.5
2023-08-31,XLI,BUY,2.861835,78.53,0.5
2023-08-31,GOOGL,BUY,4.934326,63.24,0.5
2023-08-31,CASH,INTEREST,0.0,7.76,0.0
2023-08-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-08-31,SCHD,BUY,13.018006,68.68,0.89
2023-09-29,BND,DIVIDEND,0.0,235.22,0.0
2023-09-29,MSFT,DIVIDEND,0.0,253.1,0.0
2023-09-29,AAPL,DIVIDEND,0.0,248.35,0.0
2023-09-29,SCHD,DIVIDEND,0.0,246.89,0.0
2023-09-29,VNQ,DIVIDEND,0.0,245.51,0.0
2023-09-29,QQQ,DIVIDEND,0.0,243.8,0.0
2023-09-29,SPY,DIVIDEND,0.0,247.14,0.0
2023-09-29,VXUS,DIVIDEND,0.0,232.0,0.0
2023-09-29,META,BUY,0.388727,148.84,0.5
2023-09-29,QQQ,BUY,0.17398,177.85,0.5
2023-09-29,MSFT,BUY,6.632901,74.93,0.5
2023-09-29,SCHD,BUY,2.233874,75.45,0.5
2023-09-29,BND,BUY,4.10862,117.64,0.5
2023-09-29,SPY,BUY,1.294216,333.03,0.5
2023-09-29,EEM,BUY,31.800664,52.14,1.66
2023-09-29,AMZN,BUY,5.792757,47.16,0.5
2023-09-29,CASH,INTEREST,0.0,10.0,0.0
2023-09-29,CASH,DEPOSIT,0.0,4000.0,0.0
2023-09-29,VTI,DIVIDEND,0.0,261.39,0.0
2023-10-31,TLT,BUY,2.303262,189.38,0.5
2023-10-31,QQQ,BUY,1.450082,182.02,0.5
2023-10-31,XLP,BUY,4.176687,81.44,0.5
2023-10-31,MSFT,BUY,13.197714,83.53,1.1
2023-10-31,TSLA,BUY,2.692753,24.09,0.5
2023-10-31,CASH,DEPOSIT,0.0,4000.0,0.0
2023-10-31,EEM,BUY,9.020592,50.24,0.5
2023-10-31,NVDA,BUY,48.038456,12.75,0.61
2023-10-31,BRK-B,BUY,1.532263,213.21,0.5
2023-10-31,CASH,INTEREST,0.0,8.82,0.0
2023-11-30,AMZN,BUY,2.636398,44.67,0.5
2023-11-30,SPY,BUY,1.780478,353.81,0.63
2023-11-30,XLE,BUY,4.758215,97.11,0.5
2023-11-30,SCHD,BUY,1.803496,71.79,0.5
2023-11-30,XLI,BUY,0.080814,80.09,0.5
2023-11-30,IWM,BUY,3.134419,185.73,0.58
2023-11-30,MSFT,BUY,6.05571,82.49,0.5
2023-11-30,CASH,INTEREST,0.0,7.48,0.0
2023-11-30,CASH,DEPOSIT,0.0,4000.0,0.0
2023-11-30,VTI,BUY,3.877299,302.42,1.17
2023-12-29,BND,DIVIDEND,0.0,258.01,0.0
2023-12-29,MSFT,DIVIDEND,0.0,261.74,0.0
2023-12-29,AAPL,DIVIDEND,0.0,253.11,0.0
2023-12-29,SCHD,DIVIDEND,0.0,229.69,0.0
2023-12-29,VNQ,DIVIDEND,0.0,241.46,0.0
2023-12-29,QQQ,DIVIDEND,0.0,254.78,0.0
2023-12-29,SPY,DIVIDEND,0.0,220.97,0.0
2023-12-29,VXUS,DIVIDEND,0.0,249.9,0.0
2023-12-29,META,BUY,2.538792,154.9,0.5
2023-12-29,XLU,BUY,0.95281,76.77,0.5
2023-12-29,AAPL,BUY,19.324707,41.15,0.8
2023-12-29,VTI,BUY,1.08908,294.74,0.5
2023-12-29,EEM,BUY,13.06452,52.24,0.68
2023-12-29,SCHD,BUY,11.465425,72.58,0.83
2023-12-29,IWM,BUY,0.10363,169.91,0.5
2023-12-29,TSLA,BUY,21.003642,23.1,0.5
2023-12-29,CASH,INTEREST,0.0,5.89,0.0
2023-12-29,CASH,DEPOSIT,0.0,4000.0,0.0
2023-12-29,VTI,DIVIDEND,0.0,253.01,0.0
2024-01-31,QQQ,BUY,1.784353,174.07,0.5
2024-01-31,MSFT,SELL,0.237268,80.77,0.5
